NT_1	NT_2	NT_3	Pit_1	Pit_2	Pit_3	T2_1	T2_2	T2_3	T2wPit_1	T2wPit_2	T2WPit_3
ENSG00000142687.18	6.87975238376204	6.99412000343599	6.87746814431967	6.84456933914516	6.91047565543234	7.00677830894306	6.90428717421331	6.96475169971466	6.86256816841466	6.80198122495848	6.88415290760677	6.91135400813631
ENSG00000020129.16	4.74274775127482	5.16580482655806	4.81974131392057	4.76927031474995	4.75303209356434	4.77917997750685	4.59842114177026	4.706749285698	4.64428557231382	4.55711903745095	4.53243815372701	4.50659609689953
ENSG00000126067.12	6.99004309613578	7.06581517750998	6.97184055421362	7.16647079057847	7.17897287642353	7.21348902176465	7.24703105406202	7.07936289497042	7.28075564848382	7.32782344840967	7.34478674113835	7.44093022063166
ENSG00000142686.8	1.50275647856409	2.17119563766117	1.65739935009276	2.16977083222659	1.72437444761821	2.119271524051	2.45958834030562	1.78926617266838	2.38235570489287	2.29945124815968	2.34721675966372	2.12533735768824
ENSG00000092853.14	0.450226782557772	0.660959730645154	1.11165292549556	-0.424376791475679	0.25469705384301	-0.0650852167421442	0.191999118853353	1.01097525065412	1.18997856680121	-0.675494733656943	0.352889840239187	0.920288503677998
ENSG00000134698.11	5.54182787233872	5.48459190336807	5.54293821113034	5.49647934297516	5.47372150572896	5.24688786061784	5.73988506067393	5.7107877329933	5.72674111535122	5.56102578193663	5.48562572992074	5.47691504679391
ENSG00000092847.13	6.708126146005	6.79895353544068	6.69467268691029	6.60795636796429	6.55260960170918	6.61622682015035	6.70554046914114	6.72922613684823	6.61262920944048	6.48741836613999	6.51640530386971	6.54882749237005
ENSG00000126070.20	5.35076261045391	5.2747056852048	5.43387315844348	5.40495661783467	5.40101258330119	5.44694166162506	5.44608905035772	5.46884560589575	5.14040129695711	5.72008189595305	5.45626407028223	5.48039043023946
ENSG00000232862.5	3.13682888492884	2.87155646745415	2.97706051619389	2.98684991671944	2.91206235852994	2.64533448979178	2.45958834030562	2.62725688257581	2.57215456829566	2.73474550645167	2.53368745699562	2.05249240458199
ENSG00000092850.12	6.24150775445918	5.96642060179394	6.02242370313319	5.65443517380839	5.69868189241783	5.64782536862361	6.0468529768803	5.91792317990916	5.95273210637292	5.57249753936084	5.51440172214662	5.55809723222827
ENSG00000116863.11	3.54093546988159	3.34100668788262	3.50477323818572	3.5761133176466	3.80801314867313	3.33338544386596	3.45795756366722	3.58772896932083	3.04227508125991	3.8348797553812	3.58603635028875	3.83241212172677
ENSG00000054116.12	5.624622130305	5.37971603611204	5.5556919699987	5.8426521884284	5.69868189241783	5.69939947595521	5.5615346294035	5.59368706541285	5.73172540860409	5.59741883857743	5.66458870821205	5.64737408876048
ENSG00000116871.16	6.11739048795673	6.44819907085631	6.28695812329201	6.66708518849406	6.70635847632492	6.74569230312455	6.40249707319365	6.36031888015596	6.35118728557877	6.76346246354107	6.77740102113477	6.86424647369899
ENSG00000054118.15	7.9098348962847	8.00716587811512	7.87640119593448	7.87341206692533	7.90418093120128	7.86610293121874	7.93308495774966	7.95725539712923	8.0338198025059	7.79205195851581	7.87016140881281	7.89672044618869
ENSG00000214193.11	2.63868054804647	2.66545327152663	2.83362793602819	2.41025535957631	2.61910302987329	2.8329598726954	3.04346386144668	3.19232012648038	2.50387238413524	2.82958330225025	2.6303326847508	2.47108910105993
ENSG00000142694.7	2.33205152484863	2.20546072508771	2.53702799293498	2.34222321324144	2.39781540870707	2.54149967031617	2.69356455447664	2.31544157550914	2.73986195870911	2.34297063260011	2.72090818988264	2.52593180996302
ENSG00000196182.11	5.80111960862565	5.67697277129094	5.77441568909896	5.83648356455789	5.95041870699591	5.97524341044082	6.41073201671357	6.20302167591006	6.32339189266469	6.29586479722012	6.27244366039188	6.31191196666848
ENSG00000181817.6	2.83690509451248	2.50963201568291	2.47392603851364	2.98684991671944	2.79587317167563	2.77918905926572	2.83081608409432	2.70016211996858	2.90781288459518	3.1444377754756	3.43367614921054	2.88179891859132
ENSG00000116885.18	7.48114095673683	7.28893916307257	7.38161102487838	7.20927117125991	7.18331532117837	7.12644848815393	7.301928626032	7.1799702525685	7.36977315484544	7.12462911271273	7.02968179362671	7.0036087671346
ENSG00000201448.1	5.10762763568377	5.35321644945362	5.15756938692774	5.2183058255666	5.06997530319456	5.3082883140715	4.94687238782671	5.0755264925799	5.2590762403262	2.94705224782684	5.14887396731196	5.28358305471622
ENSG00000116898.12	5.04887711540771	5.10357286657471	5.21014440629369	5.46749959688257	5.29264112529367	5.31144865037437	5.14744520554729	5.24042968651171	5.26596431738541	5.3209832739223	5.34674364471634	5.40192857352585
ENSG00000233621.3	2.19427284093149	1.98648377721746	2.21561277557358	2.94158756156543	2.47541098749177	2.51980481554598	2.67545229206615	2.33846206230224	2.59421553072932	2.61559626712922	2.80613153579863	2.60447457035748
ENSG00000163874.11	5.21484565252454	5.36083755804506	5.61294931731286	6.33647868115091	6.30413397989112	6.31144760374864	5.98385528686753	5.32354159770449	5.37829376167243	6.10525618402121	6.0524618158122	6.29819278657193
ENSG00000163875.16	7.01378922926558	6.86475343722215	6.77321527183225	6.88298605661827	6.9364336338698	6.84826198360708	6.93506267608706	6.95640527658277	7.08821952613699	6.92162769369602	6.94531184141547	6.87088189416941
ENSG00000163877.11	4.16737957875411	4.28918022862108	4.31318142768434	4.16721662136107	4.37691927952973	4.49776769438382	4.46243279307626	4.22250980557412	4.37796668765514	4.34340533662261	4.31704555072832	4.39317312048612
ENSG00000163879.11	8.15330471340826	7.99986294457032	8.01075426305299	7.87541920435754	7.84556833701747	7.89851246057857	8.00510333677037	7.85120408011402	7.96987053333363	7.69200121888264	7.74084360112615	7.7518251862393
ENSG00000134697.13	5.7305991888302	5.69215578954962	5.89172154323739	5.90882130347448	5.83003406362427	5.82633684856682	5.65692989573977	5.78807373961714	6.03366408102795	5.86146129053933	5.9153361317764	5.78019903206021
ENSG00000116922.15	3.19578557281959	2.95448575675373	3.23984282103036	3.19403331950887	3.14361965291713	3.17584511841579	3.28956022220766	3.12771377232872	3.12036449767378	3.49243235019382	3.20172933573099	3.21787680063137
ENSG00000134690.11	1.19124261031709	1.01016833168366	1.49737875634794	0.483459796611157	0.420822895156073	0.797372127006195	0.963051792339999	1.06718093849749	1.67710786999301	1.32802393187339	0.747005556765579	1.14713755110669
ENSG00000185090.15	1.30272324757013	1.90542564160867	1.83529754224707	1.39085466802274	2.31580792043769	1.72334888941836	1.41997275133794	1.78926617266838	1.87028455994623	1.19184651902674	1.47590297172084	1.8947432119632
ENSG00000196449.4	3.25242725151712	3.27800096019826	3.13496839905602	3.86179139572162	3.67454429463182	3.4411881396415	3.39293784264942	3.44654259617858	3.42116770810049	3.7725863842326	3.54942807265512	3.53105601983085
ENSG00000197982.14	4.16737957875411	4.00782662650693	4.18113533531428	4.37442752173889	4.16492650986063	4.00678283347358	3.98470498044773	3.98056924027085	4.15121975304092	4.27764413508362	4.08948154927288	4.41513031924791
ENSG00000188786.10	6.80124383159501	6.88339306557181	6.78626060554669	6.7753132283017	6.91047565543234	6.82964631480895	6.98371362260442	6.98221493490969	6.92046644613501	6.84139615561185	6.90965074928642	6.98293103815338
ENSG00000204084.13	4.32093186483195	4.35933905717955	4.40060902926895	4.21237911689577	4.46515866270885	4.32089041220661	3.75389609291779	3.65345761787474	3.76052231052505	3.66524650118343	3.87940822653281	3.91691652949169
ENSG00000183431.12	5.42656256941666	5.46351007292938	5.45853054326503	5.35404566510101	5.43053731437119	5.43540005504846	5.40270901339592	5.54751076852956	5.6785111750389	5.39521422351999	5.30343066337196	5.31895285493397
ENSG00000183386.10	1.71916398576187	2.02536659061754	1.93237707842348	2.1164599676098	1.90349544766707	2.2567733085194	2.04563700225296	1.7554551942436	1.5474260154468	1.86444034266734	2.25927982805523	2.1604254182903
ENSG00000183520.12	4.81504331917857	4.84562236113681	4.80699656391866	4.92078540766538	4.8177740190772	4.77917997750685	4.97676194852066	4.93533883046308	5.11392194364438	4.87135248928387	5.01655437161535	5.0321340375468
ENSG00000116954.8	4.13761617273456	4.19852157023301	4.09289023100707	4.35153892994448	4.53478062627734	4.4237673065867	4.2585424384235	4.27117779776918	4.33275709757807	4.68522441406933	4.74700851311734	4.82904435632593
ENSG00000228436.4	1.13209611451607	1.15746551825473	0.734793659814188	0.304346903990867	1.19227505360697	0.797372127006195	1.23448359618015	0.69150071005548	1.13083643205362	1.45244878963561	0.90988865970243	0.438735731019572
ENSG00000214114.9	7.61136140922049	7.43958282447415	7.51166540901217	7.17056324330071	7.12280643932002	7.12375438009665	7.22773983033898	7.22698888711276	7.61202309963866	7.02877954682066	7.04838644313999	6.91777673871444
ENSG00000158315.11	4.53583700282432	4.66657447327806	4.68227995781401	4.85313985366585	4.79525419921156	4.74218584865484	4.45183069587787	4.41347454095928	4.6389892728437	4.6809912290512	4.62916436269204	4.49289638558388
ENSG00000174574.16	6.62610282080583	6.56826349915407	6.60793756102901	6.65428318364438	6.74506055318483	6.7410120256539	6.6728185990887	6.73248850237117	6.70802524729567	6.59819770649824	6.65638781437629	6.67247872446068
ENSG00000168653.11	5.66430305432822	5.73089971339081	5.78094767593852	5.87310576963677	5.85020199875406	5.70180999187528	5.62189168727232	5.7195823836278	5.86245127143423	5.59291959621758	5.73962539630624	5.6688560199376
ENSG00000127603.32	8.88180560125696	8.93509843845854	8.99583414182755	9.09023296617928	9.14780360466095	9.20267867234941	9.14038334324729	9.07326164147289	8.86151938408909	9.27860838581993	9.18735675203441	9.26045321210455
ENSG00000243970.4	2.0737153614157	1.2258333203863	2.0809345394609	2.1164599676098	1.75581525232998	2.30830299888476	2.10096821837158	1.94736722055957	1.40492550796411	2.44635045265984	1.3679201429713	1.46038505852806
ENSG00000090621.15	6.17713058109243	6.60723103855072	6.37450197542519	6.33647868115091	6.28675009537823	6.40761193316925	6.38866684197574	6.30149380790668	6.38004544764973	6.27495189324957	6.29104174076528	6.27836484269944
ENSG00000084072.17	5.67987478901449	5.69215578954962	5.71880073515068	5.66143142913738	5.47135599660606	5.46124002588464	5.42184847518495	5.61269607621677	5.70155803008972	5.57478098504279	5.58543409320939	5.26758043598179
ENSG00000116985.12	1.24805945944511	1.15746551825473	1.73121115679588	2.08904712742398	2.45639983898463	2.42960794167414	1.07782131725509	1.31941297547516	1.75750812899159	1.67310145779228	1.92012200065483	1.62014749034793
ENSG00000043514.17	5.41109598101738	5.10357286657471	5.31887936057008	5.15361900093883	5.16671747097951	5.02614553842362	4.78314138458537	5.00533777484343	4.91794459678392	4.66821663323057	4.75238702775105	4.63063862693898
ENSG00000116990.11	5.11146056306316	5.25029442638296	4.90991356614479	4.77788010329665	4.78766879279781	4.77917997750685	3.82134215270908	4.11329461559041	3.87307231369478	3.27374930136224	3.21737129177416	3.09630520865249
ENSG00000168389.18	5.37008922428876	5.43129820431185	5.57836840993389	6.2181001836823	6.24026872589265	6.27305880276796	7.1138253972072	6.99585391968995	7.06471113107847	6.80100630337133	6.86068857895193	6.88537327552738
ENSG00000228477.1	0.349966654956974	-1.35715571416966	0.00259093985558083	-0.138610655940714	0.163862352565857	0.797372127006195	1.5843073917403	0.952490777195457	0.449032698213006	1.32802393187339	1.3107383994175	0.746452629124236
ENSG00000131236.18	8.15190963475859	8.24400217041843	8.25239637601241	8.52906681318946	8.55144445089566	8.51397253221982	8.37944404966674	8.38626410904068	8.57162725046374	8.57758922382269	8.63062561896865	8.59650513758016
ENSG00000131238.18	5.93691870394776	5.86824124827645	5.89774449511521	6.12837476206416	6.1778038943755	6.07158719414718	5.72234858351226	5.83940809366006	5.99894281843213	6.08617487369043	6.13918919928657	6.12250081099233
ENSG00000117000.9	6.18078345962766	6.07696969779736	6.16574571493007	6.21493335659595	6.28270850708515	6.18102973507409	6.1038324508363	6.13562160784529	6.05966299741047	6.1686097965295	6.15957426595762	6.25623466748699
ENSG00000259943.1	2.94395878867956	2.4537130127872	3.06532653788606	2.86284409347237	2.81091895211712	2.74219516630228	2.71145224363127	2.70016211996858	2.65844380481094	2.50499967123619	2.48282334155116	2.67896120244246
ENSG00000084073.10	7.1854317695964	7.09008980858511	7.15899172220029	7.26698261187563	7.264798039378	7.16452118639392	7.05637250292341	7.07594250570908	7.24372604389483	7.09788710340563	7.17394162105482	7.14827256708805
ENSG00000049089.15	3.73230761924469	3.62037303761304	3.71038245494695	4.24379382516575	4.08053005041565	4.27630039174014	3.73653012475161	3.40352889471457	3.59534140114481	4.06670617802674	3.78808931200773	3.69558120869561
ENSG00000084070.12	6.37025669870428	6.3785791645728	6.46246440654924	6.00546265929013	6.16468690914523	6.17236488084846	6.23018787071377	6.12407564963646	6.10838118250077	5.97991287755591	5.96018547724586	6.01397955774496
ENSG00000187801.15	1.00599050683746	1.0856959641534	0.9354938122954	0.642771304342827	1.32396760695044	0.382350570726557	0.963051792339999	0.69150071005548	0.630776753155347	0.873558956412884	0.658104851745802	0.438735731019572
ENSG00000260920.2	1.83496483381158	1.63072048242147	1.76674757717283	1.14682293645661	1.72437444761821	1.56288717883279	1.54494511521285	1.72083276712753	1.75750812899159	1.37070238905402	1.57636328148287	1.28070182693919
ENSG00000187815.10	2.0094354311176	2.13609688852147	1.99364761294129	2.2708234647685	2.29455639589552	2.42960794167414	2.41661839414114	2.40539834185144	1.94085104831876	2.27718915456136	2.030492430636	2.26084261320582
ENSG00000164002.12	3.42251376936023	3.34100668788262	3.27728520262216	3.31727860321569	3.34310037936035	3.01456529933924	3.30141929194005	3.29002543746615	3.61705326962721	3.11962861670155	3.5118666236163	3.29884061317771
ENSG00000117010.17	2.38367836047952	2.4537130127872	2.2907705275702	2.67280965729232	2.13632630313499	1.60470655066308	1.86564370840787	2.24409051410118	2.2215840659657	1.86444034266734	2.1656329328541	2.1604254182903
ENSG00000117016.10	0.631991454173807	0.756499938052268	1.41017952201554	0.483459796611157	1.23752148921818	1.11929065600947	1.69633358878833	2.49007371090054	1.87028455994623	1.52981058399921	1.62408637973686	1.8947432119632
ENSG00000066136.21	5.07659200520276	4.98035506942485	5.11684131707456	4.94774309515813	5.06056409542115	5.04904590036087	5.12092152508404	5.10603063201202	4.89146405277124	5.12923423834411	5.02546726160194	5.21013066240226
ENSG00000179862.7	3.47105499910937	3.24543527203598	3.63546891800335	3.39768517259112	3.57229621381458	3.53068583015601	3.50998821200018	3.5087501523052	3.31889411070395	3.32890225897364	3.65657869725335	3.59657379509469
ENSG00000171793.16	3.82859018310337	4.23215118880621	4.23921237573818	4.38009337712561	4.56615572199197	4.51979394496705	4.39208413073673	4.29490966257585	3.93488742379946	4.51493282810755	4.51355718416939	4.53361131576254
ENSG00000010803.16	4.70772859256431	4.45501137918424	4.85318694499696	4.7606088356351	4.88329815664216	4.74686232581288	4.75754240429018	4.82556672315968	4.8369986418275	4.87506306670407	4.76308427327485	4.96425700503118
ENSG00000204060.8	0.714950167787954	0.930467198455659	0.804842179962955	0.916699378871797	1.04734261797808	0.99899974956298	1.54494511521285	1.61168230277391	1.75750812899159	1.32802393187339	0.461961841138494	0.920288503677998
ENSG00000127129.10	0.54396978596119	1.57938441085739	1.11165292549556	0.483459796611157	0.163862352565857	-0.717112222785837	-1.97395928184059	-1.27218806999095	-2.524125568731	-2.524125568731	-1.41719405591573	-1.83002036019988
ENSG00000127124.16	3.05957448305709	3.14308071676385	3.64504862066989	3.0872467966558	3.24680503575425	3.23029256176474	3.61825046788023	3.2662124247255	3.85491321561994	3.82723859881606	3.54942807265512	3.70749271688905
ENSG00000198815.9	6.01879329052938	6.25928119332303	6.12525107524784	6.16985201017857	6.21221043132961	6.31144760374864	6.11731325501892	6.21551030373538	6.11411833443028	6.17765204213354	6.21516613099154	6.23375973184056
ENSG00000177181.15	0.631991454173807	1.2258333203863	1.05528982084664	0.565313457089648	1.23752148921818	0.99899974956298	1.07782131725509	1.49359289681933	1.06916578918615	0.614155919362128	1.52700737888734	0.835987253158542
ENSG00000066185.13	4.41697830784972	4.19852157023301	4.29504166408075	3.77843806961914	3.9574734632998	3.88479276534936	4.11136685490671	4.12658094498072	3.98584220546431	3.31803905460267	3.5118666236163	3.26699822701569
ENSG00000127125.9	5.5304207489415	5.36841861920971	5.52229474223996	5.61172982157191	5.49250723314877	5.45267802361226	5.44608905035772	5.49469310875376	5.62861295415376	5.46827050280126	5.60637632736447	5.44525400607939
ENSG00000186409.18	6.91417275404566	6.54837779163641	6.75784511260947	6.62117422536982	6.46971218256395	6.55754612590565	6.55764130388827	6.58388146427943	6.51047579492261	6.68847671826819	6.34009095372393	6.2171915697205
ENSG00000171960.12	4.17472546780434	4.00782662650693	4.09289023100707	3.82071662796419	3.68274667251965	3.91002995926798	3.64641909914858	3.82626465579155	4.01066023079632	3.95894521617442	3.87940822653281	3.78822822690561
ENSG00000065978.19	7.88709643707487	8.10059371898678	7.95263417321322	8.01578581578497	7.99796463819596	7.96273415047114	8.20930723396071	8.19495838821139	8.29560117263422	8.08380438746492	8.1173661267157	8.10524042596339
ENSG00000117385.16	3.26624689601364	3.62037303761304	3.70122825042136	3.75246314670499	3.85231912195186	3.67507505448409	3.74523923831989	3.80988616634049	3.56214836415316	3.75658350554609	3.73474226443147	3.97719729741464
ENSG00000164008.17	2.0094354311176	2.02536659061754	1.86838855689351	2.08904712742398	2.18333305669001	2.30830299888476	2.34966410655193	2.24409051410118	1.974880773054	1.86444034266734	2.06548273879078	2.05249240458199
ENSG00000177868.12	3.23847394661661	3.24543527203598	2.89914202806981	3.01625467827843	2.98019872506293	2.99896855609398	3.07143641434975	2.91447965270771	3.31889411070395	2.88951303310171	2.84692678320604	3.02194068696843
ENSG00000164010.15	4.19654134436585	4.1465599938653	4.0646150061987	4.21237911689577	4.06178438972192	4.14782623332675	4.11136685490671	4.1462837957274	4.10587132935231	4.04710459998349	3.90860701624697	4.18742376324094
ENSG00000228192.9	1.19124261031709	0.660959730645154	1.11165292549556	0.565313457089648	0.25469705384301	0.645374347913789	0.963051792339999	1.68535898274218	0.449032698213006	0.749679829699241	0.352889840239187	0.999934532684343
ENSG00000164011.18	1.87158778487071	2.68986249446189	2.05242168231177	2.2708234647685	2.25109051071995	2.2567733085194	2.63853098429674	2.49007371090054	2.38235570489287	2.56135749777167	2.25927982805523	1.80889027171227
ENSG00000117394.24	8.33598641797399	8.58307416713042	8.6378426217126	8.06366186187807	8.16096197821905	8.15179438138409	8.66496211395179	8.74101346076004	8.76271230101753	8.36282922554815	8.55531271751506	8.41636618486518
ENSG00000227533.7	1.40620397726771	1.0856959641534	1.16589658345079	0.852937632707772	0.0669219556128031	0.562915313802461	1.07782131725509	1.31941297547516	1.18997856680121	1.09335193530087	1.05623338132698	0.548763657387112
ENSG00000186973.11	7.40432690560724	7.17034653251466	7.25673766491152	6.9710279893686	6.76933440800613	6.8318489019706	7.00834208894327	7.04303785451244	7.32924300514019	6.53861664579003	6.77740102113477	6.46008321625642
ENSG00000117395.13	5.54749778860339	5.59533744433807	5.36598237074345	5.5197645619707	5.52023498655083	5.5170571689126	5.47255378362037	5.32929889756676	5.49428503845064	5.33721458739656	5.45955614251311	5.44169283569777
ENSG00000243710.8	6.49726710096191	6.44282326867938	6.43649628068722	6.17963159414186	6.20510975629638	6.07158719414718	6.32763807714941	6.3319232444416	6.37686734385168	5.88373395781179	5.86904768873261	5.95774307134039
ENSG00000179178.11	5.02061936310479	4.99512148213008	4.98349695309538	5.24027797697871	5.19566567535309	5.21349070200357	5.16377824542532	5.05482608315512	5.25215511864626	5.10731817569855	5.02546726160194	4.97415144598794
ENSG00000253313.6	3.79084468693715	3.95845025923233	3.88223291174051	3.78699348123244	3.88111812689475	4.02229577754133	4.1046143591224	3.97323366273635	4.29957453476462	3.9934931215771	3.97452364323867	4.17031161353867
ENSG00000117400.18	1.24805945944511	1.0856959641534	0.583585471484407	0.916699378871797	1.04734261797808	1.42962337073231	1.80028419063218	1.36496877261649	1.75750812899159	1.14343960743287	0.106377118132948	0.920288503677998
ENSG00000117399.14	2.38367836047952	2.93419604077277	2.40793732642942	0.642771304342827	0.886207484451951	0.797372127006195	1.73182254690795	2.31544157550914	2.24965452747275	0.541300189571865	0.747005556765579	-0.289230654523993
ENSG00000066322.15	5.61924791048189	5.76001042306072	5.54037387378301	6.138438595556	6.17053140868101	6.07158719414718	6.22397037970451	6.22943198763898	6.19393817159539	6.26367314001937	6.30208658543263	6.27636697752859
ENSG00000159479.17	3.54093546988159	3.67029570799991	3.70122825042136	4.12059453297465	3.90234627950348	4.00678283347358	3.85391847411576	4.05194379864158	4.24484194660522	4.17301572719497	4.00187701869756	4.16167881763191
ENSG00000198198.17	5.8975040571296	5.86019804300316	5.86327710808187	5.80313123495519	5.84106969099701	6.0009183091463	6.03801998541017	6.02822249111213	5.85561812812496	6.01396814304153	6.03270557653217	5.96520378022945
ENSG00000178922.18	3.3202385414275	2.93419604077277	3.17519495686556	3.2068425551141	3.42361314620939	3.50882650600254	2.9710634592833	2.8518605818167	2.71993411890845	3.08159613345136	2.80613153579863	2.88179891859132
ENSG00000142949.17	9.25926626701832	9.3520008018118	9.26757330297278	9.12206801159938	9.19264997341818	9.1714945171756	9.23114183731789	9.28581299222128	9.17501568666218	9.0521334867444	9.17564414072998	9.17724201552184
ENSG00000066135.13	4.78655834042432	5.18739561412853	5.06425910871497	4.68937874941666	4.92192327511034	4.94300445445233	5.24891695497452	5.10603063201202	5.2590762403262	4.86763234373228	4.8708619981731	5.18904555602848
ENSG00000126091.21	1.75880606628047	1.2258333203863	1.76674757717283	1.24943950135993	1.14556350594585	0.99899974956298	1.65994957135989	1.64899091395578	0.449032698213006	1.894000990475	1.52700737888734	0.999934532684343
ENSG00000117407.17	0.793396819608737	0.660959730645154	0.996634886155447	1.39085466802274	1.44463807003319	1.33341018360601	1.18412965117187	1.06718093849749	1.00474074149786	2.1358808206069	1.92012200065483	1.93582683414911
ENSG00000117408.11	5.27418177041019	5.42767430487932	5.48544227024618	5.37689483466861	5.31392067415296	5.43540005504846	5.66613146314987	5.65457213636847	5.85561812812496	5.53546215451136	5.43300679345357	5.67493541790416
ENSG00000132768.14	3.2243843705761	3.32551133605778	3.34937506912488	3.51562678990575	3.38391833889917	3.37022200414755	3.16527804166962	3.39257205666166	3.48159236793932	3.42315683581565	3.26330463888652	3.50399245729535
ENSG00000117410.14	5.74793962185065	5.6017837284144	5.67738739381825	5.95700361945807	5.81332071183147	5.81524768120869	5.62189168727232	5.81909301307245	5.8418539753122	5.9919238767021	5.83902867438579	5.87037660015939
ENSG00000117411.18	4.61896604502201	4.56466752323916	4.56101434850047	4.68480790337437	4.86178575310953	4.75617004813016	4.94687238782671	4.8173967581942	4.82771775772149	4.98902686776078	5.10329829904589	5.0273901740629
ENSG00000159214.13	4.57522732022709	4.1465599938653	4.26429248453829	4.1606478585636	4.15316795864341	4.29557939729144	4.27667807527451	4.31245583469529	3.89988945920763	3.85004171695778	4.10638172710669	3.8540067762666
ENSG00000196517.13	5.85469734640023	5.78854533592851	5.86737509594405	5.82406662169556	5.97400402467739	5.96725062702781	6.36766968115202	6.14217804700435	6.28321665810309	6.32870741292303	6.36663677349739	6.54052770858311
ENSG00000178028.14	3.68164431792353	3.48744145628934	3.33760747877329	3.46320894890794	3.61578354401026	3.65531188942223	3.9322795077665	3.46757789684695	3.46970820350398	3.50206278967195	3.26330463888652	3.69558120869561
ENSG00000117419.16	5.15667855677226	4.9554034698966	4.87370344937721	4.94774309515813	4.92883625865003	5.0299875979335	4.90861799829601	4.98359755315523	4.95251246876633	4.79897524669157	4.87579879512497	4.99859467586877
ENSG00000187147.18	4.66141765287283	4.53128668302318	4.54575295897072	4.64771024203498	4.53930477496832	4.64030646189604	4.66877522346783	4.62485197191345	4.8462202032536	4.68944521432099	4.68648235851904	4.67983629015535
ENSG00000126106.14	4.2806483768386	4.20700275206457	4.18113533531428	4.85720802583892	4.87973495849431	4.96323890055585	4.48340607342855	4.31245583469529	4.2860848194296	4.62919980216619	4.53243815372701	4.55354584584898
ENSG00000198520.12	4.67702039434376	4.33632980271385	4.53548826548221	4.45179346495205	4.41187872175226	4.49776769438382	4.15776956885656	4.19123692859028	3.96905645113703	4.09243409287928	4.01088076356655	3.65924498670329
ENSG00000199377.1	0.54396978596119	1.29110730427965	1.61902723239487	1.03634466316977	0.995605117102925	1.23031913405	1.54494511521285	1.64899091395578	1.75750812899159	0.206353850890546	1.12419088253154	0.319618495480079
ENSG00000200169.1	1.45528780037438	1.72821749055985	1.41017952201554	1.51963717034852	1.59127572158749	1.96727055639164	1.76645942798747	1.82230286896838	1.79608814423577	1.41215450415857	1.92012200065483	2.08937459571894
ENSG00000142945.13	0.242215090227949	1.15746551825473	1.36452037058826	-0.274429762717334	-0.403030496310102	-0.717112222785837	-0.027779656786596	0.0765973911282209	0.241048017203038	-0.860559985204768	-1.07479887235223	-0.289230654523993
ENSG00000142937.12	7.81958011980905	8.05669036180241	7.82412391142859	7.74701954138058	7.70767149833577	7.70601753328668	7.83297589187824	7.86811179993083	7.98351613345072	7.61975181381096	7.66871925315659	7.71172989275482
ENSG00000200913.1	2.10481227390549	2.5367991904193	2.3622060201252	2.53739125091827	2.03745239476583	2.5628731111422	2.10096821837158	2.44835716329612	2.07240363497388	1.41215450415857	1.75845716669501	2.1604254182903
ENSG00000142959.5	1.50275647856409	1.01016833168366	0.804842179962955	-0.0144849585225931	-0.149002626447257	0.175909504247996	0.902051094281917	0.891534900479116	0.713726886452822	0.614155919362128	-0.034715706195563	0.0470768359184173
ENSG00000173846.13	3.74223022766461	3.60761769728711	3.80742192544368	4.35153892994448	4.70953695993168	4.57868748907902	4.09783010978117	3.65345761787474	3.82723867686695	4.77136726460474	4.83582315357596	4.99373904851432
ENSG00000188396.4	4.55847727263833	4.13771482378045	4.12747235465647	3.30541719666609	3.01958754243524	3.2698206865592	3.55030253102798	3.94351257670998	3.7109051875996	2.81420364357793	2.6303326847508	2.55259067546067
ENSG00000222009.8	1.30272324757013	1.68029243306267	2.2411028857187	2.24621610646216	2.31580792043769	2.51980481554598	1.46284437384486	1.57338320656495	1.35411596304908	2.71831489933023	2.25927982805523	2.62973317348796
ENSG00000117425.14	1.40620397726771	1.0856959641534	1.49737875634794	1.03634466316977	1.28139193139979	0.723374062889795	1.18412965117187	1.27237163239337	1.40492550796411	1.19184651902674	0.984915847852564	1.28070182693919
ENSG00000070785.17	3.97040952556969	3.83255941767632	3.98387333927195	3.82071662796419	3.90935348079069	3.80631902188667	4.02101865332555	3.91316630186013	4.2928454437484	3.95894521617442	4.12308622109741	4.00641873144005
ENSG00000126107.15	4.67702039434376	4.89369778692381	4.92178441943687	4.89727099345926	5.11310031771436	5.00678024802931	5.25807396990264	5.28554847061677	5.2590762403262	5.39779596866983	5.29976185955939	5.42735959329681
ENSG00000126088.14	5.08050816777937	5.10810813662454	5.00225301769095	5.09969657901943	4.95954119449541	4.95517914569001	5.1408598607829	5.21577666051565	5.32981122949053	5.12923423834411	5.1365863405421	5.05095502591621
ENSG00000162415.7	1.548712929659	1.68029243306267	0.996634886155447	1.03634466316977	1.19227505360697	1.38231868455196	1.37578802057566	1.22374458257749	1.35411596304908	1.41215450415857	1.67028125672103	1.66969812164773
ENSG00000132773.12	2.65977440287945	2.23893083582149	2.69293673080378	2.2708234647685	2.27298714103016	2.70422764739628	3.58952087288286	3.62565405431479	3.51666854092356	3.32890225897364	3.27829641482828	3.31450207335751
ENSG00000070759.17	2.30552836186019	2.23893083582149	2.16324031299379	2.0326075285118	1.87514407539632	2.47541114912654	2.50131537840555	2.73527814910906	2.94262145763239	2.20826439572288	2.82667335116445	2.70295930377973
ENSG00000132763.15	3.76187302397934	3.7185484897467	3.85772443735107	3.56620670178198	3.54556037193455	3.70422126999222	3.66489720210908	3.77656058564699	3.9087188660288	3.45325456055657	3.71283857282133	3.92713986475785
